hub,degree_centrality,betweenness,pagerank,clustering
IND226004AAA,0.0006747638326585695,0.0,0.000146482914698331,0.0
IND226016AAA,0.0006747638326585695,0.0,0.00027101940069387207,0.0
IND231208AAA,0.0006747638326585695,0.0,0.000146482914698331,0.0
IND231217AAA,0.001349527665317139,2.2780683074225845e-06,0.00027101940069387207,0.0
IND231225AAB,0.001349527665317139,3.644909291876135e-06,0.0003768913014107839,0.0
IND486886AAA,0.001349527665317139,4.100522953360652e-06,0.0004669179723135894,0.0
IND232104AAB,0.0020242914979757085,0.0008410628191004181,0.0004988890576942552,0.0
IND232327AAA,0.0006747638326585695,0.0,0.0004027936120802266,0.0
IND233221AAC,0.0006747638326585695,0.0,0.00031409993420996717,0.0
IND275101AAA,0.0006747638326585695,0.0,0.0003768913014107839,0.0
IND242221AAA,0.001349527665317139,0.0,0.00019598110887494787,1.0
IND242307AAB,0.001349527665317139,0.0,0.000146482914698331,1.0
IND243001AAA,0.001349527665317139,0.0,0.000146482914698331,1.0
IND243503AAB,0.001349527665317139,0.0,0.00021312445502779737,1.0
IND244901AAB,0.010121457489878543,0.01311711731413924,0.00308288127450826,0.06666666666666667
IND243201AAA,0.0020242914979757085,0.0004184811480735287,0.0011290245788108926,1.0
IND262001AAA,0.002699055330634278,0.0012342574089615561,0.0014358051302643831,0.6666666666666666
IND243301AAB,0.0020242914979757085,0.00041962018222724,0.00026238011079179386,0.3333333333333333
IND244901AAC,0.0006747638326585695,0.0,0.00024386950890428012,0.0
IND263153AAB,0.005398110661268556,0.0069941253174488184,0.0023432059158911174,0.047619047619047616
IND244221AAA,0.001349527665317139,0.006823270194392124,0.0004616101923376765,0.0
IND244301AAA,0.001349527665317139,0.0012565824783742974,0.0003725280845758831,1.0
IND244412AAA,0.0020242914979757085,0.0012456477504986692,0.00046345252796489397,0.6666666666666666
IND244501AAA,0.001349527665317139,0.0008269387955943981,0.0005738620452005055,0.0
IND244601AAB,0.001349527665317139,0.0008160040677187697,0.0006345881989501937,0.0
IND244713AAA,0.001349527665317139,0.0008269387955943981,0.0006607566473605686,0.0
IND263401AAA,0.001349527665317139,0.0008160040677187697,0.0007081963366845464,0.0
IND244715AAA,0.001349527665317139,0.0008378735234700265,0.0006048572412783764,0.0
IND243002AAA,0.0006747638326585695,0.0,0.000627278725313661,0.0
IND244921AAB,0.0020242914979757085,0.0004184811480735287,0.0007786344474633599,1.0
IND246725AAB,0.001349527665317139,0.0020912667062139324,0.0004668775623394856,0.0
IND246001AAA,0.0006747638326585695,0.0,0.000146482914698331,0.0
IND249201AAA,0.002699055330634278,0.001666179160048878,0.0007948251805326202,0.0
IND246149AAA,0.001349527665317139,0.0,0.0007162434422084922,0.0
IND246174AAA,0.0020242914979757085,0.0008406072054389336,0.0011719555716321144,0.3333333333333333
IND246444AAB,0.001349527665317139,0.00042053140955020904,0.0011423897455885015,1.0
IND246424AAA,0.001349527665317139,4.5561366148451686e-07,0.001113631319651931,1.0
IND246701AAA,0.001349527665317139,0.002080331978338304,0.0005437726032501689,0.0
IND246763AAA,0.0020242914979757085,0.0020693972504626755,0.0006086179117352913,0.0
IND246761AAA,0.001349527665317139,0.0008378735234700265,0.0005020442318079963,0.0
IND247554AAA,0.0020242914979757085,0.0004082298406901271,0.0005332405503582434,0.0
IND247776AAA,0.001349527665317139,0.0008269387955943981,0.0007694775104125927,0.0
IND251309AAB,0.001349527665317139,0.0008160040677187697,0.0008009223865579046,0.0
IND248122AAB,0.001349527665317139,0.00040914106801309615,0.00027101940069387207,0.0
IND248197AAA,0.0006747638326585695,0.0,0.000146482914698331,0.0
IND261001AAA,0.001349527665317139,1.3668409844535506e-06,0.00027101940069387207,0.0
IND262701AAA,0.001349527665317139,1.8224546459380674e-06,0.0003768913014107839,0.0
IND261201AAB,0.0006747638326585695,0.0,0.000146482914698331,0.0
IND262122AAB,0.001349527665317139,0.0,0.000782535409986837,1.0
IND262501AAA,0.001349527665317139,0.0012233226810859277,0.0007081007558135675,0.0
IND262802AAA,0.001349527665317139,1.3668409844535506e-06,0.0004669179723135894,0.0
IND262723AAB,0.0006747638326585695,0.0,0.0005434586560380008,0.0
IND263002AAA,0.001349527665317139,0.001256126864712813,0.0005388603122970289,0.0
IND263645AAA,0.001349527665317139,0.0012451921368371846,0.0006046421141109492,0.0
IND263139AAA,0.001349527665317139,0.0,0.0007277207080621905,0.0
IND263601AAA,0.001349527665317139,0.0012342574089615561,0.000660494897890489,0.0
IND271001AAA,0.0020242914979757085,4.5561366148451686e-07,0.0011928994157167647,1.0
IND271201AAA,0.001349527665317139,0.0,0.00047346128377372424,1.0
IND271210AAA,0.0020242914979757085,4.5561366148451686e-07,0.0012333631412307284,1.0
IND272001AAA,0.001349527665317139,0.0004150640456123949,0.00027101940069387207,0.0
IND272155AAA,0.0006747638326585695,0.0,0.000146482914698331,0.0
IND272207AAB,0.0006747638326585695,0.0,0.000146482914698331,0.0
IND272153AAC,0.0006747638326585695,0.0,0.00027101940069387207,0.0
IND273155AAA,0.001349527665317139,0.0,0.0005592510231114011,0.0
IND273304AAA,0.001349527665317139,0.0,0.0005280625758359531,0.0
IND274001AAA,0.001349527665317139,2.460313772016391e-05,0.0006184867305625416,0.0
